year,iso_code,country,chamber,status,percentage_of_women,date_from,date_to,notes,structure,chamber_type
1975,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1975,TT,Trinidad and Tobago,Senate,NA,12.5,1971-01-01,1975-12-31,NA,Bicameral,Upper chamber
1975,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
1975,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
1975,GB,United Kingdom,House of Lords,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,US,United States of America,Senate,NA,0,1974-11-01,1978-10-31,NA,Bicameral,Upper chamber
1975,UY,Uruguay,Senate,NA,0,1946-11-01,1989-10-31,NA,Bicameral,Upper chamber
1975,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1975,ZW,Zimbabwe,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,AF,Afghanistan,House of Elders,NA,0,1965-07-01,1987-12-31,NA,Bicameral,Upper chamber
1980,DZ,Algeria,Council of the Nation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,AG,Antigua and Barbuda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,AR,Argentina,Senate,NA,4.3,1973-04-01,1983-09-30,NA,Bicameral,Upper chamber
1980,AU,Australia,Senate,NA,14.1,1980-01-01,1982-12-31,NA,Bicameral,Upper chamber
1980,AT,Austria,Federal Council,NA,16.4,1979-01-01,1982-12-31,NA,Bicameral,Upper chamber
1980,BS,Bahamas,Senate,NA,18.8,1977-01-01,1981-12-31,NA,Bicameral,Upper chamber
1980,BH,Bahrain,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,BB,Barbados,Senate,NA,14.3,1971-01-01,1980-12-31,NA,Bicameral,Upper chamber
1980,BY,Belarus,Council of the Republic,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,BE,Belgium,Senate,NA,10.5,1979-01-01,1980-12-31,NA,Bicameral,Upper chamber
1980,BZ,Belize,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,7.4,1980-01-01,1988-12-31,NA,Bicameral,Upper chamber
1980,BA,Bosnia and Herzegovina,House of Peoples,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,BR,Brazil,Federal Senate,NA,1.5,1978-01-01,1981-12-31,NA,Bicameral,Upper chamber
1980,BI,Burundi,Senate,NA,0,1965-01-01,2005-06-30,NA,Bicameral,Upper chamber
1980,KH,Cambodia,Senate,NA,0,1972-01-01,1998-12-31,NA,Bicameral,Upper chamber
1980,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,CA,Canada,Senate,NA,10.3,1980-01-01,1980-12-31,NA,Bicameral,Upper chamber
1980,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1980,CL,Chile,Senate,NA,4,1969-01-01,1989-12-31,NA,Bicameral,Upper chamber
1980,CO,Colombia,Senate,NA,0.9,1974-01-01,1981-12-31,NA,Bicameral,Upper chamber
1980,CG,Congo,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,CZ,Czechia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,CD,Democratic Republic of the Congo,Senate,NA,0,1960-01-01,1996-12-31,NA,Bicameral,Upper chamber
1980,DO,Dominican Republic,Senate,NA,7.4,1978-01-01,1981-12-31,NA,Bicameral,Upper chamber
1980,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1980,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,SZ,Eswatini,Senate,NA,5,1972-04-01,1983-09-30,NA,Bicameral,Upper chamber
1980,ET,Ethiopia,House of the Federation,NA,0,1973-07-01,1995-05-31,NA,Bicameral,Upper chamber
1980,FR,France,Senate,NA,2.3,1980-01-01,1982-12-31,NA,Bicameral,Upper chamber
1980,GA,Gabon,Transitional Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,DE,Germany,Federal Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,GD,Grenada,Senate,NA,7.7,1972-01-01,1989-12-31,NA,Bicameral,Upper chamber
1980,HT,Haiti,Senate,NA,0,1946-01-01,1987-12-31,NA,Bicameral,Upper chamber
1980,IN,India,Council of States,NA,11.9,1980-01-01,1981-12-31,NA,Bicameral,Upper chamber
1980,IE,Ireland,Senate,NA,10,1977-08-01,1981-07-31,NA,Bicameral,Upper chamber
1980,IT,Italy,Senate,NA,3.1,1979-01-01,1982-12-31,NA,Bicameral,Upper chamber
1980,JM,Jamaica,Senate,NA,19,1980-01-01,1982-12-31,NA,Bicameral,Upper chamber
1980,JP,Japan,House of Councillors,NA,6.8,1980-01-01,1982-12-31,NA,Bicameral,Upper chamber
1980,JO,Jordan,Senate,NA,0,1967-01-01,1988-12-31,NA,Bicameral,Upper chamber
1980,KZ,Kazakhstan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,LS,Lesotho,Senate,NA,9.1,1965-01-01,1993-02-28,NA,Bicameral,Upper chamber
1980,LR,Liberia,The Liberian Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,MG,Madagascar,Senate,NA,7.8,1970-09-01,2001-02-28,NA,Bicameral,Upper chamber
1980,MY,Malaysia,Senate,NA,10.4,1980-01-01,1983-12-31,NA,Bicameral,Upper chamber
1980,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1980,MX,Mexico,Senate,NA,6.3,1976-01-01,1981-12-31,NA,Bicameral,Upper chamber
1980,MA,Morocco,House of Councillors,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,NA,Namibia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,NP,Nepal,National Assembly,NA,2.8,1959-01-01,1990-12-31,NA,Bicameral,Upper chamber
1980,NL,Netherlands,Senate,NA,16,1980-01-01,1980-12-31,NA,Bicameral,Upper chamber
1980,NG,Nigeria,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,PK,Pakistan,Senate,NA,4.8,1977-01-01,1984-12-31,NA,Bicameral,Upper chamber
1980,PW,Palau,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,PY,Paraguay,Senate,NA,3.3,1968-01-01,1987-12-31,NA,Bicameral,Upper chamber
1980,PH,Philippines,Senate,NA,12.5,1971-01-01,1986-12-31,NA,Bicameral,Upper chamber
1980,PL,Poland,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,RO,Romania,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,RU,Russian Federation,Council of the Federation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,LC,Saint Lucia,Senate,NA,18.2,1979-01-01,1981-12-31,NA,Bicameral,Upper chamber
1980,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,ZA,South Africa,National Council of Provinces,NA,3.6,1974-05-01,1994-03-31,NA,Bicameral,Upper chamber
1980,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,ES,Spain,Senate,NA,2,1979-01-01,1981-12-31,NA,Bicameral,Upper chamber
1980,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,CH,Switzerland,Council of States,NA,6.5,1979-01-01,1986-12-31,NA,Bicameral,Upper chamber
1980,TJ,Tajikistan,National Assembly,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1980,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1980,TT,Trinidad and Tobago,Senate,NA,16.1,1976-01-01,1980-12-31,NA,Bicameral,Upper chamber
1980,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
1980,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
1980,GB,United Kingdom,House of Lords,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,US,United States of America,Senate,NA,2,1978-11-01,1986-10-31,NA,Bicameral,Upper chamber
1980,UY,Uruguay,Senate,NA,0,1946-11-01,1989-10-31,NA,Bicameral,Upper chamber
1980,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1980,ZW,Zimbabwe,Senate,NA,7.5,1980-01-01,1984-12-31,NA,Bicameral,Upper chamber
1985,AF,Afghanistan,House of Elders,NA,0,1965-07-01,1987-12-31,NA,Bicameral,Upper chamber
1985,DZ,Algeria,Council of the Nation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,AG,Antigua and Barbuda,Senate,NA,11.8,1984-04-01,1989-02-28,NA,Bicameral,Upper chamber
1985,AR,Argentina,Senate,NA,6.5,1983-10-01,1989-11-30,NA,Bicameral,Upper chamber
1985,AU,Australia,Senate,NA,18.4,1984-01-01,1986-12-31,NA,Bicameral,Upper chamber
1985,AT,Austria,Federal Council,NA,16.4,1983-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,BS,Bahamas,Senate,NA,25,1982-01-01,1986-12-31,NA,Bicameral,Upper chamber
1985,BH,Bahrain,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,BB,Barbados,Senate,NA,19,1981-01-01,1990-12-31,NA,Bicameral,Upper chamber
1985,BY,Belarus,Council of the Republic,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,BE,Belgium,Senate,NA,12,1985-01-01,1986-12-31,NA,Bicameral,Upper chamber
1985,BZ,Belize,Senate,NA,30,1984-01-01,1997-12-31,NA,Bicameral,Upper chamber
1985,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,7.4,1980-01-01,1988-12-31,NA,Bicameral,Upper chamber
1985,BA,Bosnia and Herzegovina,House of Peoples,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,BR,Brazil,Federal Senate,NA,0,1982-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,BI,Burundi,Senate,NA,0,1965-01-01,2005-06-30,NA,Bicameral,Upper chamber
1985,KH,Cambodia,Senate,NA,0,1972-01-01,1998-12-31,NA,Bicameral,Upper chamber
1985,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,CA,Canada,Senate,NA,11.8,1985-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1985,CL,Chile,Senate,NA,4,1969-01-01,1989-12-31,NA,Bicameral,Upper chamber
1985,CO,Colombia,Senate,NA,2.6,1982-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,CG,Congo,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,CZ,Czechia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,CD,Democratic Republic of the Congo,Senate,NA,0,1960-01-01,1996-12-31,NA,Bicameral,Upper chamber
1985,DO,Dominican Republic,Senate,NA,3.7,1982-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1985,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,SZ,Eswatini,Senate,NA,15,1983-10-01,1993-08-31,NA,Bicameral,Upper chamber
1985,ET,Ethiopia,House of the Federation,NA,0,1973-07-01,1995-05-31,NA,Bicameral,Upper chamber
1985,FR,France,Senate,NA,2.8,1983-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,GA,Gabon,Transitional Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,DE,Germany,Federal Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,GD,Grenada,Senate,NA,7.7,1972-01-01,1989-12-31,NA,Bicameral,Upper chamber
1985,HT,Haiti,Senate,NA,0,1946-01-01,1987-12-31,NA,Bicameral,Upper chamber
1985,IN,India,Council of States,NA,11.5,1984-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,IE,Ireland,Senate,NA,10,1983-01-01,1987-03-31,NA,Bicameral,Upper chamber
1985,IT,Italy,Senate,NA,5.2,1983-01-01,1986-12-31,NA,Bicameral,Upper chamber
1985,JM,Jamaica,Senate,NA,14.3,1983-01-01,1988-12-31,NA,Bicameral,Upper chamber
1985,JP,Japan,House of Councillors,NA,7.2,1983-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,JO,Jordan,Senate,NA,0,1967-01-01,1988-12-31,NA,Bicameral,Upper chamber
1985,KZ,Kazakhstan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,LS,Lesotho,Senate,NA,9.1,1965-01-01,1993-02-28,NA,Bicameral,Upper chamber
1985,LR,Liberia,The Liberian Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,MG,Madagascar,Senate,NA,7.8,1970-09-01,2001-02-28,NA,Bicameral,Upper chamber
1985,MY,Malaysia,Senate,NA,13.2,1984-01-01,1987-12-31,NA,Bicameral,Upper chamber
1985,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1985,MX,Mexico,Senate,NA,15.6,1982-01-01,1990-12-31,NA,Bicameral,Upper chamber
1985,MA,Morocco,House of Councillors,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,NA,Namibia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,NP,Nepal,National Assembly,NA,2.8,1959-01-01,1990-12-31,NA,Bicameral,Upper chamber
1985,NL,Netherlands,Senate,NA,21.3,1983-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,NG,Nigeria,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,PK,Pakistan,Senate,NA,0,1985-01-01,1990-12-31,NA,Bicameral,Upper chamber
1985,PW,Palau,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,PY,Paraguay,Senate,NA,3.3,1968-01-01,1987-12-31,NA,Bicameral,Upper chamber
1985,PH,Philippines,Senate,NA,12.5,1971-01-01,1986-12-31,NA,Bicameral,Upper chamber
1985,PL,Poland,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,RO,Romania,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,RU,Russian Federation,Council of the Federation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,LC,Saint Lucia,Senate,NA,27.3,1982-01-01,1986-12-31,NA,Bicameral,Upper chamber
1985,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,ZA,South Africa,National Council of Provinces,NA,3.6,1974-05-01,1994-03-31,NA,Bicameral,Upper chamber
1985,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,ES,Spain,Senate,NA,4.3,1982-01-01,1985-12-31,NA,Bicameral,Upper chamber
1985,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,CH,Switzerland,Council of States,NA,6.5,1979-01-01,1986-12-31,NA,Bicameral,Upper chamber
1985,TJ,Tajikistan,National Assembly,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1985,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1985,TT,Trinidad and Tobago,Senate,NA,12.9,1981-01-01,1990-12-31,NA,Bicameral,Upper chamber
1985,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
1985,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
1985,GB,United Kingdom,House of Lords,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,US,United States of America,Senate,NA,2,1978-11-01,1986-10-31,NA,Bicameral,Upper chamber
1985,UY,Uruguay,Senate,NA,0,1946-11-01,1989-10-31,NA,Bicameral,Upper chamber
1985,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1985,ZW,Zimbabwe,Senate,NA,10,1985-01-01,2005-10-31,NA,Bicameral,Upper chamber
1990,AF,Afghanistan,House of Elders,NA,0,1988-01-01,2005-08-31,NA,Bicameral,Upper chamber
1990,DZ,Algeria,Council of the Nation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,AG,Antigua and Barbuda,Senate,NA,5.9,1989-03-01,1992-02-29,NA,Bicameral,Upper chamber
1990,AR,Argentina,Senate,NA,8.7,1989-12-01,1991-12-31,NA,Bicameral,Upper chamber
1990,AU,Australia,Senate,NA,23.7,1990-01-01,1992-12-31,NA,Bicameral,Upper chamber
1990,AT,Austria,Federal Council,NA,21.7,1990-01-01,1993-12-31,NA,Bicameral,Upper chamber
1990,BS,Bahamas,Senate,NA,18.8,1987-01-01,1997-10-31,NA,Bicameral,Upper chamber
1990,BH,Bahrain,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,BB,Barbados,Senate,NA,19,1981-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,BY,Belarus,Council of the Republic,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,BE,Belgium,Senate,NA,8.2,1987-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,BZ,Belize,Senate,NA,30,1984-01-01,1997-12-31,NA,Bicameral,Upper chamber
1990,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,3.7,1989-01-01,2001-12-31,NA,Bicameral,Upper chamber
1990,BA,Bosnia and Herzegovina,House of Peoples,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,BR,Brazil,Federal Senate,NA,2.5,1990-01-01,1993-12-31,NA,Bicameral,Upper chamber
1990,BI,Burundi,Senate,NA,0,1965-01-01,2005-06-30,NA,Bicameral,Upper chamber
1990,KH,Cambodia,Senate,NA,0,1972-01-01,1998-12-31,NA,Bicameral,Upper chamber
1990,CM,Cameroon,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,CA,Canada,Senate,NA,15.3,1990-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,TD,Chad,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1990,CL,Chile,Senate,NA,6.4,1990-01-01,1992-12-31,NA,Bicameral,Upper chamber
1990,CO,Colombia,Senate,NA,0.9,1990-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,CG,Congo,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,CI,Côte d'Ivoire,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,CZ,Czechia,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,CD,Democratic Republic of the Congo,Senate,NA,0,1960-01-01,1996-12-31,NA,Bicameral,Upper chamber
1990,DO,Dominican Republic,Senate,NA,0,1990-01-01,1993-12-31,NA,Bicameral,Upper chamber
1990,EG,Egypt,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1990,GQ,Equatorial Guinea,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,SZ,Eswatini,Senate,NA,15,1983-10-01,1993-08-31,NA,Bicameral,Upper chamber
1990,ET,Ethiopia,House of the Federation,NA,0,1973-07-01,1995-05-31,NA,Bicameral,Upper chamber
1990,FR,France,Senate,NA,3.1,1989-01-01,1991-12-31,NA,Bicameral,Upper chamber
1990,GA,Gabon,Transitional Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,DE,Germany,Federal Council,NA,14.7,1990-01-01,1993-12-31,NA,Bicameral,Upper chamber
1990,GD,Grenada,Senate,NA,15.4,1990-01-01,1998-12-31,NA,Bicameral,Upper chamber
1990,HT,Haiti,Senate,NA,0,1990-01-01,2000-04-30,NA,Bicameral,Upper chamber
1990,IN,India,Council of States,NA,9.8,1990-01-01,1991-12-31,NA,Bicameral,Upper chamber
1990,IE,Ireland,Senate,NA,10,1989-08-01,1993-01-31,NA,Bicameral,Upper chamber
1990,IT,Italy,Senate,NA,6.8,1987-01-01,1991-12-31,NA,Bicameral,Upper chamber
1990,JM,Jamaica,Senate,NA,19,1989-01-01,1992-12-31,NA,Bicameral,Upper chamber
1990,JP,Japan,House of Councillors,NA,8.8,1990-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,JO,Jordan,Senate,NA,2.5,1989-01-01,1992-12-31,NA,Bicameral,Upper chamber
1990,KZ,Kazakhstan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,KE,Kenya,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,LS,Lesotho,Senate,NA,9.1,1965-01-01,1993-02-28,NA,Bicameral,Upper chamber
1990,LR,Liberia,The Liberian Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,MG,Madagascar,Senate,NA,7.8,1970-09-01,2001-02-28,NA,Bicameral,Upper chamber
1990,MY,Malaysia,Senate,NA,18,1988-01-01,1991-12-31,NA,Bicameral,Upper chamber
1990,MR,Mauritania,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1990,MX,Mexico,Senate,NA,15.6,1982-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,MA,Morocco,House of Councillors,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,MM,Myanmar,House of Nationalities,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,NA,Namibia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,NP,Nepal,National Assembly,NA,2.8,1959-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,NL,Netherlands,Senate,NA,21.3,1989-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,NG,Nigeria,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,OM,Oman,State Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,PK,Pakistan,Senate,NA,0,1985-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,PW,Palau,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,PY,Paraguay,Senate,NA,5.6,1988-01-01,1992-12-31,NA,Bicameral,Upper chamber
1990,PH,Philippines,Senate,NA,8.3,1987-01-01,1991-12-31,NA,Bicameral,Upper chamber
1990,PL,Poland,Senate,NA,7,1989-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,RO,Romania,Senate,NA,0.8,1990-01-01,1991-12-31,NA,Bicameral,Upper chamber
1990,RU,Russian Federation,Council of the Federation,NA,8.7,1990-03-01,1992-12-31,NA,Bicameral,Upper chamber
1990,RW,Rwanda,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,LC,Saint Lucia,Senate,NA,18.2,1987-01-01,1991-12-31,NA,Bicameral,Upper chamber
1990,SI,Slovenia,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,SO,Somalia,Upper House,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,ZA,South Africa,National Council of Provinces,NA,3.6,1974-05-01,1994-03-31,NA,Bicameral,Upper chamber
1990,SS,South Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,ES,Spain,Senate,NA,10.6,1989-01-01,1992-12-31,NA,Bicameral,Upper chamber
1990,SD,Sudan,Council of States,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,CH,Switzerland,Council of States,NA,10.9,1987-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,TJ,Tajikistan,National Assembly,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,TH,Thailand,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1990,TG,Togo,Senate,NA,NA,NA,NA,NA,Unicameral,NA
1990,TT,Trinidad and Tobago,Senate,NA,12.9,1981-01-01,1990-12-31,NA,Bicameral,Upper chamber
1990,TN,Tunisia,National Council of Regions and Districts,NA,NA,NA,NA,NA,Unicameral,NA
1990,TM,Turkmenistan,People’s Council,NA,NA,NA,NA,NA,Unicameral,NA
1990,GB,United Kingdom,House of Lords,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,US,United States of America,Senate,NA,2,1988-11-01,1992-10-31,NA,Bicameral,Upper chamber
1990,UY,Uruguay,Senate,NA,0,1989-11-01,1994-10-31,NA,Bicameral,Upper chamber
1990,UZ,Uzbekistan,Senate,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,YE,Yemen,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1990,ZW,Zimbabwe,Senate,NA,10,1985-01-01,2005-10-31,NA,Bicameral,Upper chamber
1995,AF,Afghanistan,House of Elders,NA,0,1988-01-01,2005-08-31,NA,Bicameral,Upper chamber
1995,DZ,Algeria,Council of the Nation,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,AG,Antigua and Barbuda,Senate,NA,17.6,1994-03-01,1998-12-31,NA,Bicameral,Upper chamber
1995,AR,Argentina,Senate,NA,2.8,1995-05-01,1997-10-31,NA,Bicameral,Upper chamber
1995,AU,Australia,Senate,NA,21.1,1993-01-01,1995-12-31,NA,Bicameral,Upper chamber
1995,AT,Austria,Federal Council,NA,22.2,1994-01-01,1995-12-31,NA,Bicameral,Upper chamber
1995,BS,Bahamas,Senate,NA,18.8,1987-01-01,1997-10-31,NA,Bicameral,Upper chamber
1995,BH,Bahrain,Shura Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,BB,Barbados,Senate,NA,28.6,1991-01-01,1998-12-31,NA,Bicameral,Upper chamber
1995,BY,Belarus,Council of the Republic,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,BE,Belgium,Senate,NA,22.5,1995-01-01,1998-12-31,NA,Bicameral,Upper chamber
1995,BZ,Belize,Senate,NA,30,1984-01-01,1997-12-31,NA,Bicameral,Upper chamber
1995,BT,Bhutan,National Council,NA,NA,NA,NA,NA,Bicameral,Upper chamber
1995,BO,Bolivia (Plurinational State of),Chamber of Senators,NA,3.7,1989-01-01,2001-12-31,NA,Bicameral,Upper chamber
1995,BA,Bosnia and Herzegovina,House of Peoples,NA,NA,NA,NA,NA,Bicameral,Upper chamber
